input_value,input_matched_alias,entity_id,pathway_id,pathway_description,pathway_source_system,pathway_data_source,pathway_etl_package_id,entity_relationships_by_group,total_entity_relationships,other_aliases,status,note
R-HSA-5579029,R-HSA-5579029,127420,R-HSA-5579029,Metabolic disorders of biological oxidation enzymes,Reactome,reactome,,,,['Metabolic disorders of biological oxidation enzymes'],ok,
R-HSA-1430728,R-HSA-1430728,127421,R-HSA-1430728,Metabolism,Reactome,reactome,,,,['Metabolism'],ok,
R-HSA-2022377,R-HSA-2022377,127422,R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins,Reactome,reactome,,,,['Metabolism of Angiotensinogen to Angiotensins'],ok,
R-HSA-8953854,R-HSA-8953854,127423,R-HSA-8953854,Metabolism of RNA,Reactome,reactome,,,,['Metabolism of RNA'],ok,
R-HSA-209776,R-HSA-209776,127424,R-HSA-209776,Metabolism of amine-derived hormones,Reactome,reactome,,,,['Metabolism of amine-derived hormones'],ok,
R-HSA-71291,R-HSA-71291,127425,R-HSA-71291,Metabolism of amino acids and derivatives,Reactome,reactome,,,,['Metabolism of amino acids and derivatives'],ok,
R-HSA-71387,R-HSA-71387,127426,R-HSA-71387,Metabolism of carbohydrates and carbohydrate derivatives,Reactome,reactome,,,,['Metabolism of carbohydrates and carbohydrate derivatives'],ok,
R-HSA-8978934,R-HSA-8978934,127427,R-HSA-8978934,Metabolism of cofactors,Reactome,reactome,,,,['Metabolism of cofactors'],ok,
R-HSA-6806667,R-HSA-6806667,127428,R-HSA-6806667,Metabolism of fat-soluble vitamins,Reactome,reactome,,,,['Metabolism of fat-soluble vitamins'],ok,
R-HSA-196757,R-HSA-196757,127429,R-HSA-196757,Metabolism of folate and pterines,Reactome,reactome,,,,['Metabolism of folate and pterines'],ok,
R-HSA-2408550,R-HSA-2408550,127430,R-HSA-2408550,Metabolism of ingested H2SeO4 and H2SeO3 into H2Se,Reactome,reactome,,,,['Metabolism of ingested H2SeO4 and H2SeO3 into H2Se'],ok,
R-HSA-5263617,R-HSA-5263617,127431,R-HSA-5263617,Metabolism of ingested MeSeO2H into MeSeH,Reactome,reactome,,,,['Metabolism of ingested MeSeO2H into MeSeH'],ok,
R-HSA-2408508,R-HSA-2408508,127432,R-HSA-2408508,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",Reactome,reactome,,,,"['Metabolism of ingested SeMet, Sec, MeSec into H2Se']",ok,
R-HSA-556833,R-HSA-556833,127433,R-HSA-556833,Metabolism of lipids,Reactome,reactome,,,,['Metabolism of lipids'],ok,
R-HSA-202131,R-HSA-202131,127434,R-HSA-202131,Metabolism of nitric oxide: NOS3 activation and regulation,Reactome,reactome,,,,['Metabolism of nitric oxide: NOS3 activation and regulation'],ok,
R-HSA-194441,R-HSA-194441,127435,R-HSA-194441,Metabolism of non-coding RNA,Reactome,reactome,,,,['Metabolism of non-coding RNA'],ok,
R-HSA-15869,R-HSA-15869,127436,R-HSA-15869,Metabolism of nucleotides,Reactome,reactome,,,,['Metabolism of nucleotides'],ok,
R-HSA-351202,R-HSA-351202,127437,R-HSA-351202,Metabolism of polyamines,Reactome,reactome,,,,['Metabolism of polyamines'],ok,
R-HSA-189445,R-HSA-189445,127438,R-HSA-189445,Metabolism of porphyrins,Reactome,reactome,,,,['Metabolism of porphyrins'],ok,
R-HSA-392499,R-HSA-392499,127439,R-HSA-392499,Metabolism of proteins,Reactome,reactome,,,,['Metabolism of proteins'],ok,
R-HSA-380612,R-HSA-380612,127440,R-HSA-380612,Metabolism of serotonin,Reactome,reactome,,,,['Metabolism of serotonin'],ok,
R-HSA-196071,R-HSA-196071,127441,R-HSA-196071,Metabolism of steroid hormones,Reactome,reactome,,,,['Metabolism of steroid hormones'],ok,
R-HSA-8957322,R-HSA-8957322,127442,R-HSA-8957322,Metabolism of steroids,Reactome,reactome,,,,['Metabolism of steroids'],ok,
R-HSA-6806664,R-HSA-6806664,127443,R-HSA-6806664,Metabolism of vitamin K,Reactome,reactome,,,,['Metabolism of vitamin K'],ok,
R-HSA-196854,R-HSA-196854,127444,R-HSA-196854,Metabolism of vitamins and cofactors,Reactome,reactome,,,,['Metabolism of vitamins and cofactors'],ok,
R-HSA-196849,R-HSA-196849,127445,R-HSA-196849,Metabolism of water-soluble vitamins and cofactors,Reactome,reactome,,,,['Metabolism of water-soluble vitamins and cofactors'],ok,
R-HSA-425410,R-HSA-425410,127446,R-HSA-425410,Metal ion SLC transporters,Reactome,reactome,,,,['Metal ion SLC transporters'],ok,
R-HSA-9638482,R-HSA-9638482,127447,R-HSA-9638482,Metal ion assimilation from the host,Reactome,reactome,,,,['Metal ion assimilation from the host'],ok,
R-HSA-6799990,R-HSA-6799990,127448,R-HSA-6799990,Metal sequestration by antimicrobial proteins,Reactome,reactome,,,,['Metal sequestration by antimicrobial proteins'],ok,
R-HSA-5689901,R-HSA-5689901,127449,R-HSA-5689901,Metalloprotease DUBs,Reactome,reactome,,,,['Metalloprotease DUBs'],ok,
R-HSA-5661231,R-HSA-5661231,127450,R-HSA-5661231,Metallothioneins bind metals,Reactome,reactome,,,,['Metallothioneins bind metals'],ok,
R-HSA-1237112,R-HSA-1237112,127451,R-HSA-1237112,Methionine salvage pathway,Reactome,reactome,,,,['Methionine salvage pathway'],ok,
R-HSA-156581,R-HSA-156581,127452,R-HSA-156581,Methylation,Reactome,reactome,,,,['Methylation'],ok,
R-HSA-2408552,R-HSA-2408552,127453,R-HSA-2408552,Methylation of MeSeH for excretion,Reactome,reactome,,,,['Methylation of MeSeH for excretion'],ok,
R-HSA-203927,R-HSA-203927,127454,R-HSA-203927,MicroRNA (miRNA) biogenesis,Reactome,reactome,,,,['MicroRNA (miRNA) biogenesis'],ok,
R-HSA-9686347,R-HSA-9686347,127455,R-HSA-9686347,Microbial modulation of RIPK1-mediated regulated necrosis,Reactome,reactome,,,,['Microbial modulation of RIPK1-mediated regulated necrosis'],ok,
R-HSA-190840,R-HSA-190840,127456,R-HSA-190840,Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,Reactome,reactome,,,,['Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane'],ok,
R-HSA-193993,R-HSA-193993,127457,R-HSA-193993,Mineralocorticoid biosynthesis,Reactome,reactome,,,,['Mineralocorticoid biosynthesis'],ok,
R-HSA-164516,R-HSA-164516,127458,R-HSA-164516,Minus-strand DNA synthesis,Reactome,reactome,,,,['Minus-strand DNA synthesis'],ok,
R-HSA-9715370,R-HSA-9715370,127459,R-HSA-9715370,Miro GTPase Cycle,Reactome,reactome,,,,['Miro GTPase Cycle'],ok,
R-HSA-211958,R-HSA-211958,127460,R-HSA-211958,Miscellaneous substrates,Reactome,reactome,,,,['Miscellaneous substrates'],ok,
R-HSA-5223345,R-HSA-5223345,127461,R-HSA-5223345,Miscellaneous transport and binding events,Reactome,reactome,,,,['Miscellaneous transport and binding events'],ok,
R-HSA-5358508,R-HSA-5358508,127462,R-HSA-5358508,Mismatch Repair,Reactome,reactome,,,,['Mismatch Repair'],ok,
R-HSA-5358606,R-HSA-5358606,127463,R-HSA-5358606,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),Reactome,reactome,,,,['Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)'],ok,
R-HSA-5358565,R-HSA-5358565,127464,R-HSA-5358565,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),Reactome,reactome,,,,['Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)'],ok,
R-HSA-1369007,R-HSA-1369007,127465,R-HSA-1369007,Mitochondrial ABC transporters,Reactome,reactome,,,,['Mitochondrial ABC transporters'],ok,
R-HSA-77289,R-HSA-77289,127466,R-HSA-77289,Mitochondrial Fatty Acid Beta-Oxidation,Reactome,reactome,,,,['Mitochondrial Fatty Acid Beta-Oxidation'],ok,
R-HSA-9836573,R-HSA-9836573,127467,R-HSA-9836573,Mitochondrial RNA degradation,Reactome,reactome,,,,['Mitochondrial RNA degradation'],ok,
R-HSA-166187,R-HSA-166187,127468,R-HSA-166187,Mitochondrial Uncoupling,Reactome,reactome,,,,['Mitochondrial Uncoupling'],ok,
R-HSA-1592230,R-HSA-1592230,127469,R-HSA-1592230,Mitochondrial biogenesis,Reactome,reactome,,,,['Mitochondrial biogenesis'],ok,
R-HSA-8949215,R-HSA-8949215,127470,R-HSA-8949215,Mitochondrial calcium ion transport,Reactome,reactome,,,,['Mitochondrial calcium ion transport'],ok,
R-HSA-1362409,R-HSA-1362409,127471,R-HSA-1362409,Mitochondrial iron-sulfur cluster biogenesis,Reactome,reactome,,,,['Mitochondrial iron-sulfur cluster biogenesis'],ok,
R-HSA-9937008,R-HSA-9937008,127472,R-HSA-9937008,Mitochondrial mRNA modification,Reactome,reactome,,,,['Mitochondrial mRNA modification'],ok,
R-HSA-9837999,R-HSA-9837999,127473,R-HSA-9837999,Mitochondrial protein degradation,Reactome,reactome,,,,['Mitochondrial protein degradation'],ok,
R-HSA-1268020,R-HSA-1268020,127474,R-HSA-1268020,Mitochondrial protein import,Reactome,reactome,,,,['Mitochondrial protein import'],ok,
R-HSA-9937383,R-HSA-9937383,127475,R-HSA-9937383,Mitochondrial ribosome-associated quality control,Reactome,reactome,,,,['Mitochondrial ribosome-associated quality control'],ok,
R-HSA-9916720,R-HSA-9916720,127476,R-HSA-9916720,Mitochondrial short-chain enoyl-CoA hydratase deficiency 1,Reactome,reactome,,,,['Mitochondrial short-chain enoyl-CoA hydratase deficiency 1'],ok,
R-HSA-379726,R-HSA-379726,127477,R-HSA-379726,Mitochondrial tRNA aminoacylation,Reactome,reactome,,,,['Mitochondrial tRNA aminoacylation'],ok,
R-HSA-163282,R-HSA-163282,127478,R-HSA-163282,Mitochondrial transcription initiation,Reactome,reactome,,,,['Mitochondrial transcription initiation'],ok,
R-HSA-163316,R-HSA-163316,127479,R-HSA-163316,Mitochondrial transcription termination,Reactome,reactome,,,,['Mitochondrial transcription termination'],ok,
R-HSA-5368287,R-HSA-5368287,127480,R-HSA-5368287,Mitochondrial translation,Reactome,reactome,,,,['Mitochondrial translation'],ok,
R-HSA-5389840,R-HSA-5389840,127481,R-HSA-5389840,Mitochondrial translation elongation,Reactome,reactome,,,,['Mitochondrial translation elongation'],ok,
R-HSA-5368286,R-HSA-5368286,127482,R-HSA-5368286,Mitochondrial translation initiation,Reactome,reactome,,,,['Mitochondrial translation initiation'],ok,
R-HSA-5419276,R-HSA-5419276,127483,R-HSA-5419276,Mitochondrial translation termination,Reactome,reactome,,,,['Mitochondrial translation termination'],ok,
R-HSA-9841251,R-HSA-9841251,127484,R-HSA-9841251,Mitochondrial unfolded protein response (UPRmt),Reactome,reactome,,,,['Mitochondrial unfolded protein response (UPRmt)'],ok,
R-HSA-5205647,R-HSA-5205647,127485,R-HSA-5205647,Mitophagy,Reactome,reactome,,,,['Mitophagy'],ok,
R-HSA-68882,R-HSA-68882,127486,R-HSA-68882,Mitotic Anaphase,Reactome,reactome,,,,['Mitotic Anaphase'],ok,
R-HSA-453279,R-HSA-453279,127487,R-HSA-453279,Mitotic G1 phase and G1/S transition,Reactome,reactome,,,,['Mitotic G1 phase and G1/S transition'],ok,
R-HSA-453274,R-HSA-453274,127488,R-HSA-453274,Mitotic G2-G2/M phases,Reactome,reactome,,,,['Mitotic G2-G2/M phases'],ok,
R-HSA-2555396,R-HSA-2555396,127489,R-HSA-2555396,Mitotic Metaphase and Anaphase,Reactome,reactome,,,,['Mitotic Metaphase and Anaphase'],ok,
R-HSA-68881,R-HSA-68881,127490,R-HSA-68881,Mitotic Metaphase/Anaphase Transition,Reactome,reactome,,,,['Mitotic Metaphase/Anaphase Transition'],ok,
R-HSA-68877,R-HSA-68877,127491,R-HSA-68877,Mitotic Prometaphase,Reactome,reactome,,,,['Mitotic Prometaphase'],ok,
R-HSA-68875,R-HSA-68875,127492,R-HSA-68875,Mitotic Prophase,Reactome,reactome,,,,['Mitotic Prophase'],ok,
R-HSA-69618,R-HSA-69618,127493,R-HSA-69618,Mitotic Spindle Checkpoint,Reactome,reactome,,,,['Mitotic Spindle Checkpoint'],ok,
R-HSA-68884,R-HSA-68884,127494,R-HSA-68884,Mitotic Telophase/Cytokinesis,Reactome,reactome,,,,['Mitotic Telophase/Cytokinesis'],ok,
R-HSA-9637628,R-HSA-9637628,127495,R-HSA-9637628,Modulation by Mtb of host immune system,Reactome,reactome,,,,['Modulation by Mtb of host immune system'],ok,
R-HSA-9909505,R-HSA-9909505,127496,R-HSA-9909505,Modulation of host responses by IFN-stimulated genes,Reactome,reactome,,,,['Modulation of host responses by IFN-stimulated genes'],ok,
R-HSA-2129379,R-HSA-2129379,127497,R-HSA-2129379,Molecules associated with elastic fibres,Reactome,reactome,,,,['Molecules associated with elastic fibres'],ok,
R-HSA-947581,R-HSA-947581,127498,R-HSA-947581,Molybdenum cofactor biosynthesis,Reactome,reactome,,,,['Molybdenum cofactor biosynthesis'],ok,
R-HSA-1222449,R-HSA-1222449,127499,R-HSA-1222449,Mtb iron assimilation by chelation,Reactome,reactome,,,,['Mtb iron assimilation by chelation'],ok,
R-HSA-2206281,R-HSA-2206281,127500,R-HSA-2206281,Mucopolysaccharidoses,Reactome,reactome,,,,['Mucopolysaccharidoses'],ok,
R-HSA-390648,R-HSA-390648,127501,R-HSA-390648,Muscarinic acetylcholine receptors,Reactome,reactome,,,,['Muscarinic acetylcholine receptors'],ok,
R-HSA-397014,R-HSA-397014,127502,R-HSA-397014,Muscle contraction,Reactome,reactome,,,,['Muscle contraction'],ok,
R-HSA-975871,R-HSA-975871,127503,R-HSA-975871,MyD88 cascade initiated on plasma membrane,Reactome,reactome,,,,['MyD88 cascade initiated on plasma membrane'],ok,
R-HSA-5602498,R-HSA-5602498,127504,R-HSA-5602498,MyD88 deficiency (TLR2/4),Reactome,reactome,,,,['MyD88 deficiency (TLR2/4)'],ok,
R-HSA-5602680,R-HSA-5602680,127505,R-HSA-5602680,MyD88 deficiency (TLR5),Reactome,reactome,,,,['MyD88 deficiency (TLR5)'],ok,
R-HSA-975155,R-HSA-975155,127506,R-HSA-975155,MyD88 dependent cascade initiated on endosome,Reactome,reactome,,,,['MyD88 dependent cascade initiated on endosome'],ok,
R-HSA-166166,R-HSA-166166,127507,R-HSA-166166,MyD88-independent TLR4 cascade ,Reactome,reactome,,,,['MyD88-independent TLR4 cascade'],ok,
R-HSA-166058,R-HSA-166058,127508,R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,Reactome,reactome,,,,['MyD88:MAL(TIRAP) cascade initiated on plasma membrane'],ok,
R-HSA-3785653,R-HSA-3785653,127509,R-HSA-3785653,Myoclonic epilepsy of Lafora,Reactome,reactome,,,,['Myoclonic epilepsy of Lafora'],ok,
R-HSA-525793,R-HSA-525793,127510,R-HSA-525793,Myogenesis,Reactome,reactome,,,,['Myogenesis'],ok,
R-HSA-975577,R-HSA-975577,127511,R-HSA-975577,N-Glycan antennae elongation,Reactome,reactome,,,,['N-Glycan antennae elongation'],ok,
R-HSA-975576,R-HSA-975576,127512,R-HSA-975576,N-glycan antennae elongation in the medial/trans-Golgi,Reactome,reactome,,,,['N-glycan antennae elongation in the medial/trans-Golgi'],ok,
R-HSA-964739,R-HSA-964739,127513,R-HSA-964739,N-glycan trimming and elongation in the cis-Golgi,Reactome,reactome,,,,['N-glycan trimming and elongation in the cis-Golgi'],ok,
R-HSA-532668,R-HSA-532668,127514,R-HSA-532668,N-glycan trimming in the ER and Calnexin/Calreticulin cycle,Reactome,reactome,,,,['N-glycan trimming in the ER and Calnexin/Calreticulin cycle'],ok,
R-HSA-205025,R-HSA-205025,127515,R-HSA-205025,NADE modulates death signalling,Reactome,reactome,,,,['NADE modulates death signalling'],ok,
R-HSA-389542,R-HSA-389542,127516,R-HSA-389542,NADPH regeneration,Reactome,reactome,,,,['NADPH regeneration'],ok,
R-HSA-9955693,R-HSA-9955693,127517,R-HSA-9955693,NAGS variants cause NAGS deficiency,Reactome,reactome,,,,['NAGS variants cause NAGS deficiency'],ok,
R-HSA-375165,R-HSA-375165,127518,R-HSA-375165,NCAM signaling for neurite out-growth,Reactome,reactome,,,,['NCAM signaling for neurite out-growth'],ok,
R-HSA-419037,R-HSA-419037,127519,R-HSA-419037,NCAM1 interactions,Reactome,reactome,,,,['NCAM1 interactions'],ok,
R-HSA-9636003,R-HSA-9636003,127520,R-HSA-9636003,NEIL3-mediated resolution of ICLs,Reactome,reactome,,,,['NEIL3-mediated resolution of ICLs'],ok,
R-HSA-168333,R-HSA-168333,127521,R-HSA-168333,NEP/NS2 Interacts with the Cellular Export Machinery,Reactome,reactome,,,,['NEP/NS2 Interacts with the Cellular Export Machinery'],ok,
R-HSA-933543,R-HSA-933543,127522,R-HSA-933543,NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10,Reactome,reactome,,,,['NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10'],ok,
R-HSA-209560,R-HSA-209560,127523,R-HSA-209560,NF-kB is activated and signals survival,Reactome,reactome,,,,['NF-kB is activated and signals survival'],ok,
R-HSA-9818028,R-HSA-9818028,127524,R-HSA-9818028,NFE2L2 regulates pentose phosphate pathway genes,Reactome,reactome,,,,['NFE2L2 regulates pentose phosphate pathway genes'],ok,
R-HSA-9818035,R-HSA-9818035,127525,R-HSA-9818035,NFE2L2 regulating ER-stress associated genes,Reactome,reactome,,,,['NFE2L2 regulating ER-stress associated genes'],ok,
R-HSA-9818032,R-HSA-9818032,127526,R-HSA-9818032,NFE2L2 regulating MDR associated enzymes,Reactome,reactome,,,,['NFE2L2 regulating MDR associated enzymes'],ok,
R-HSA-9818025,R-HSA-9818025,127527,R-HSA-9818025,NFE2L2 regulating TCA cycle genes,Reactome,reactome,,,,['NFE2L2 regulating TCA cycle genes'],ok,
R-HSA-9818027,R-HSA-9818027,127528,R-HSA-9818027,NFE2L2 regulating anti-oxidant/detoxification enzymes,Reactome,reactome,,,,['NFE2L2 regulating anti-oxidant/detoxification enzymes'],ok,
R-HSA-9818026,R-HSA-9818026,127529,R-HSA-9818026,NFE2L2 regulating inflammation associated genes,Reactome,reactome,,,,['NFE2L2 regulating inflammation associated genes'],ok,
R-HSA-9818030,R-HSA-9818030,127530,R-HSA-9818030,NFE2L2 regulating tumorigenic genes,Reactome,reactome,,,,['NFE2L2 regulating tumorigenic genes'],ok,
R-HSA-205017,R-HSA-205017,127531,R-HSA-205017,NFG and proNGF binds to p75NTR,Reactome,reactome,,,,['NFG and proNGF binds to p75NTR'],ok,
R-HSA-167060,R-HSA-167060,127532,R-HSA-167060,NGF processing,Reactome,reactome,,,,['NGF processing'],ok,
R-HSA-187024,R-HSA-187024,127533,R-HSA-187024,NGF-independant TRKA activation,Reactome,reactome,,,,['NGF-independant TRKA activation'],ok,
R-HSA-9031628,R-HSA-9031628,127534,R-HSA-9031628,NGF-stimulated transcription,Reactome,reactome,,,,['NGF-stimulated transcription'],ok,
R-HSA-5676590,R-HSA-5676590,127535,R-HSA-5676590,NIK-->noncanonical NF-kB signaling,Reactome,reactome,,,,['NIK-->noncanonical NF-kB signaling'],ok,
R-HSA-168638,R-HSA-168638,127536,R-HSA-168638,NOD1/2 Signaling Pathway,Reactome,reactome,,,,['NOD1/2 Signaling Pathway'],ok,
R-HSA-203754,R-HSA-203754,127537,R-HSA-203754,NOSIP mediated eNOS trafficking,Reactome,reactome,,,,['NOSIP mediated eNOS trafficking'],ok,
R-HSA-203641,R-HSA-203641,127538,R-HSA-203641,NOSTRIN mediated eNOS trafficking,Reactome,reactome,,,,['NOSTRIN mediated eNOS trafficking'],ok,
R-HSA-2122947,R-HSA-2122947,127539,R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription,Reactome,reactome,,,,['NOTCH1 Intracellular Domain Regulates Transcription'],ok,
R-HSA-2979096,R-HSA-2979096,127540,R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus,Reactome,reactome,,,,['NOTCH2 Activation and Transmission of Signal to the Nucleus'],ok,
R-HSA-2197563,R-HSA-2197563,127541,R-HSA-2197563,NOTCH2 intracellular domain regulates transcription,Reactome,reactome,,,,['NOTCH2 intracellular domain regulates transcription'],ok,
R-HSA-9013507,R-HSA-9013507,127542,R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,Reactome,reactome,,,,['NOTCH3 Activation and Transmission of Signal to the Nucleus'],ok,
R-HSA-9013508,R-HSA-9013508,127543,R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,Reactome,reactome,,,,['NOTCH3 Intracellular Domain Regulates Transcription'],ok,
R-HSA-9013700,R-HSA-9013700,127544,R-HSA-9013700,NOTCH4 Activation and Transmission of Signal to the Nucleus,Reactome,reactome,,,,['NOTCH4 Activation and Transmission of Signal to the Nucleus'],ok,
R-HSA-9013695,R-HSA-9013695,127545,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcription,Reactome,reactome,,,,['NOTCH4 Intracellular Domain Regulates Transcription'],ok,
R-HSA-9768919,R-HSA-9768919,127546,R-HSA-9768919,NPAS4 regulates expression of target genes,Reactome,reactome,,,,['NPAS4 regulates expression of target genes'],ok,
R-HSA-9632974,R-HSA-9632974,127547,R-HSA-9632974,NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis ,Reactome,reactome,,,,['NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis'],ok,
R-HSA-9029558,R-HSA-9029558,127548,R-HSA-9029558,NR1H2 & NR1H3 regulate gene expression linked to lipogenesis,Reactome,reactome,,,,['NR1H2 & NR1H3 regulate gene expression linked to lipogenesis'],ok,
R-HSA-9031528,R-HSA-9031528,127549,R-HSA-9031528,NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose,Reactome,reactome,,,,['NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose'],ok,
R-HSA-9623433,R-HSA-9623433,127550,R-HSA-9623433,NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis,Reactome,reactome,,,,['NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis'],ok,
R-HSA-9031525,R-HSA-9031525,127551,R-HSA-9031525,NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake ,Reactome,reactome,,,,['NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake'],ok,
R-HSA-9024446,R-HSA-9024446,127552,R-HSA-9024446,NR1H2 and NR1H3-mediated signaling,Reactome,reactome,,,,['NR1H2 and NR1H3-mediated signaling'],ok,
R-HSA-9029569,R-HSA-9029569,127553,R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,Reactome,reactome,,,,['NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux'],ok,
R-HSA-193648,R-HSA-193648,127554,R-HSA-193648,NRAGE signals death through JNK,Reactome,reactome,,,,['NRAGE signals death through JNK'],ok,
